site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Point Thomas,PTHO,48.1,-58.462,-62.163,chinstrap penguin,,,2006,2006,1,1,nests,ground,"</sub>author [1] ""Katarzyna J. Chwedorzewska"" ""Ma&lstrok;gorzata Korczak-Abshire""  </sub>doi [1] ""10.4202/ppres.2010.04""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1""  </sub>pages [1] ""45--60""  </sub>title [1] ""{Human impact upon the environment in the vicinity of Arctowski Station  King George Island  Antarctica}""  </sub>volume [1] ""31""  </sub>year [1] ""2010""  </sub>`bdsk-url-1` [1] ""https://journals.pan.pl/Content/108312/PDF/article-p45.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""chwedorzewska2010human"" attr( ""dateobj"") [1] ""2010-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1977,1977,700,1,nests,ground,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1978,1978,783,1,nests,ground,"</sub>author [1] ""Kazimierz Sierakowski""      ""Ma&lstrok;gorzata Korczak-Abshire"" ""Piotr Jadwiszczak""           </sub>doi [1] ""10.1515/popore-2017-0010""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""2""  </sub>pages [1] ""231--262""  </sub>title [1] ""{Changes in bird communities of Admiralty Bay  King George Island (West Antarctic): Insights from monitoring data (1977--1996)}""  </sub>volume [1] ""38""  </sub>year [1] ""2017""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1515/popore-2017-0010""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""sierakowski2017changes"" attr( ""dateobj"") [1] ""2017-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1979,1979,695,2,nests,ground,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""5--16""  </sub>title [1] ""{Distribution  number and breeding preferences of penguins in the region of the Admiralty Bay (King George Islands  South Shetland Islands in the season 1979/80*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionadmirality"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1980,1980,623,2,nests,ground,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""17--30""  </sub>title [1] ""{Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionking"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1981,1981,760,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1988,1988,121,1,nests,ground,"</sub>author [1] ""Eric J. Woehler"" ""J. P. Croxall""    </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""43--66""  </sub>title [1] ""{The status and trends of Antarctic and sub-Antarctic seabirds}""  </sub>volume [1] ""25""  </sub>year [1] ""1997""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/25/25_8.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""woehler1997status"" attr( ""dateobj"") [1] ""1997-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1989,1989,136,3,nests,ground,"</sub>author [1] ""Eric J. Woehler"" ""J. P. Croxall""    </sub>journal [1] ""Marine Ornithology""  </sub>number [1] ""1""  </sub>pages [1] ""43--66""  </sub>title [1] ""{The status and trends of Antarctic and sub-Antarctic seabirds}""  </sub>volume [1] ""25""  </sub>year [1] ""1997""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/PDF/25/25_8.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""woehler1997status"" attr( ""dateobj"") [1] ""1997-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1990,1990,166,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1991,1991,190,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1992,1992,294,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1994,1994,340,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1995,1995,229,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,,1996,1996,205,2,nests,ground,"</sub>author [1] ""Piotr Ciaputa""         ""Kazimierz Sierakowski""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""4""  </sub>pages [1] ""355--365""  </sub>title [1] ""{Long-term population changes of Ad&eacute;lie  chinstrap  and gentoo penguins in the regions of SSSI No.\ 8 and SSSI No.\ 34  King George Island  Antarctica}""  </sub>volume [1] ""20""  </sub>year [1] ""1999""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ciaputa1999long-term"" attr( ""dateobj"") [1] ""1999-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,gentoo penguin,,1,2003,2002,50,1,nests,ground,"</sub>author [1] ""Andr&eacute;s Barbosa""   ""Heather J. Lynch""  </sub>title [1] ""Personal communication""  </sub>year [1] ""2003""  attr( ""bibtype"") [1] ""Misc"" attr( ""key"") [1] ""barbosapersonal"" attr( ""dateobj"") [1] ""2003-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,macaroni penguin,1,1,1990,1989,1,1,adults,ground,"</sub>author [1] ""G. Lesiński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1""  </sub>pages [1] ""75--89""  </sub>title [1] ""{Monitoring of birds and pinnipedians on King George Island (South Shetland Islands) in 1989/1990}""  </sub>volume [1] ""14""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lesinski1993monitoring"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,macaroni penguin,5,1,1990,1989,1,1,adults,ground,"</sub>author [1] ""G. Lesiński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1""  </sub>pages [1] ""75--89""  </sub>title [1] ""{Monitoring of birds and pinnipedians on King George Island (South Shetland Islands) in 1989/1990}""  </sub>volume [1] ""14""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lesinski1993monitoring"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,macaroni penguin,17,1,1990,1989,1,1,adults,ground,"</sub>author [1] ""G. Lesiński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1""  </sub>pages [1] ""75--89""  </sub>title [1] ""{Monitoring of birds and pinnipedians on King George Island (South Shetland Islands) in 1989/1990}""  </sub>volume [1] ""14""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lesinski1993monitoring"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Point Thomas,PTHO,48.1,-58.462,-62.163,macaroni penguin,1,2,1990,1989,1,1,adults,ground,"</sub>author [1] ""G. Lesiński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1""  </sub>pages [1] ""75--89""  </sub>title [1] ""{Monitoring of birds and pinnipedians on King George Island (South Shetland Islands) in 1989/1990}""  </sub>volume [1] ""14""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lesinski1993monitoring"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Purdy Point,PURD,48.2,-45.432,-60.554,chinstrap penguin,31,12,1983,1983,5000,5,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
Purdy Point,PURD,48.2,-45.432,-60.554,chinstrap penguin,23,1,2020,2019,3000,5,nests,vhr,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Py Point,PYPT,48.1,-63.597,-64.879,gentoo penguin,22,1,1983,1982,1030,1,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
Py Point,PYPT,48.1,-63.597,-64.879,gentoo penguin,15,1,2009,2008,2804,4,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Py Point,PYPT,48.1,-63.597,-64.879,gentoo penguin,27,1,2010,2009,2355,3,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Pyrites Island,PYRI,48.1,-57.949,-61.924,chinstrap penguin,,,1980,1980,366,2,nests,ground,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""17--30""  </sub>title [1] ""{Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionking"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Quinton Point (middle),QPTM,48.1,-63.683,-64.335,chinstrap penguin,4,2,2020,2019,485,1,nests,ground,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Quinton Point (middle),QPTM,48.1,-63.683,-64.335,gentoo penguin,27,12,1983,1983,42,1,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
Quinton Point (middle),QPTM,48.1,-63.683,-64.335,gentoo penguin,4,2,2020,2019,148,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchunpublished"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Quinton Point (north),QPTN,48.1,-63.663,-64.312,chinstrap penguin,4,2,2020,2019,1281,1,nests,ground,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Quinton Point (south),QPTS,48.1,-63.687,-64.345,chinstrap penguin,4,2,2020,2019,1344,1,nests,ground,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Quinton Point (west),QPTW,48.1,-63.699,-64.331,chinstrap penguin,4,2,2020,2019,377,1,nests,ground,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ragnhild,RAGN,48.6,27.155,-69.908,emperor penguin,10,10,2009,2009,6870,2,adults,vhr,"</sub>author  [1] ""Peter T. Fretwell"" ""Michelle A. LaRue"" ""Paul Morin""        ""Gerald L. Kooyman"" ""Barbara Wienecke""  ""Norman Ratcliffe""   [7] ""Adrian J. Fox""     ""Andrew H. Fleming"" ""Claire Porter""     ""Philip N. Trathan""  </sub>doi [1] ""10.1371/journal.pone.0033751""  </sub>journal [1] ""PLOS One""  </sub>number [1] ""4""  </sub>pages [1] ""e33751""  </sub>title [1] ""{An emperor penguin population estimate: The first global  synoptic survey of a species from space}""  </sub>volume [1] ""7""  </sub>year [1] ""2012""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1371/journal.pone.0033751""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""fretwell2012emperor"" attr( ""dateobj"") [1] ""2012-01-01 CST"""
Rasmussen Island,RASM,48.1,-64.085,-65.248,gentoo penguin,,1,2018,2017,8,1,nests,ground,"</sub>address [1] ""Hobart  Australia""  </sub>author [1] ""V. M. Smagol""          ""I. V. Dzhulay""         ""Gennadi P. Milinevsky"" ""E. O. Dykyy""            </sub>institution [1] ""Commission for the Conservation of Antarctic Marine Living Resources""  </sub>number [1] ""SC-CAMLR-XXXVII/BG/06""  </sub>title [1] ""{Pygoscelis penguin census in the Vernadsky Antarctic station area}""  </sub>type [1] ""{Thirty-seventh Meeting of the Scientific Committee}""  </sub>year [1] ""2018""  </sub>`bdsk-url-1` [1] ""https://www.ccamlr.org/en/sc-camlr-xxxvii/bg/06""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""smagol2018pygoscelis"" attr( ""dateobj"") [1] ""2018-01-01 CST"""
Rasmussen Island,RASM,48.1,-64.085,-65.248,gentoo penguin,,,2020,2020,19,1,nests,ground,"</sub>author [1] ""Alexander Sagalansky"" ""Heather J. Lynch""      </sub>title [1] ""Personal communication""  </sub>year [1] ""2021""  attr( ""bibtype"") [1] ""Misc"" attr( ""key"") [1] ""sagalansky2021personal"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Rasmussen Island,RASM,48.1,-64.085,-65.248,gentoo penguin,,,2020,2020,27,1,chicks,ground,"</sub>author [1] ""Alexander Sagalansky"" ""Heather J. Lynch""      </sub>title [1] ""Personal communication""  </sub>year [1] ""2021""  attr( ""bibtype"") [1] ""Misc"" attr( ""key"") [1] ""sagalansky2021personal"" attr( ""dateobj"") [1] ""2021-01-01 CST"""
Rauer Islands,RAUE,58.4.2,77.677,-68.833,adelie penguin,15,12,1981,1981,103916,1,nests,aerial,"</sub>address [1] ""Tokyo  Japan""  </sub>author [1] ""Michael D. Whitehead"" ""Gavin W. Johnstone""    </sub>booktitle [1] ""{Proceedings of the NIPR Symposium on Polar Biology}""  </sub>editor [1] ""Mitsuo Fukuchi""     ""Yoshio Ino""         ""Yasuhiko Naito""     ""Yoshikuni Ohyama""   ""Masayuki Takahashi""  </sub>isbn [1] ""0914563X""  </sub>pages [1] ""91--98""  </sub>publisher [1] ""National Institute of Polar Research""  </sub>title [1] ""{The distribution and estimated abundance of Ad&eacute;lie penguins breeding in Prydz Bay  Antarctica}""  </sub>volume [1] ""3""  </sub>year [1] ""1990""  </sub>`bdsk-url-1` [1] ""http://ci.nii.ac.jp/naid/110001026115/""  attr( ""bibtype"") [1] ""InProceedings"" attr( ""key"") [1] ""whitehead1990distribution"" attr( ""dateobj"") [1] ""1990-01-01 CST"""
Rauer Islands,RAUE,58.4.2,77.677,-68.833,adelie penguin,9,2,2011,2010,115034,5,nests,vhr,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
Rayner Point,RAYN,48.2,-45.191,-60.648,chinstrap penguin,31,12,1983,1983,9000,4,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
Rayner Point,RAYN,48.2,-45.191,-60.648,chinstrap penguin,23,1,2020,2019,7000,5,nests,vhr,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Robinson,RBSN,58.4.2,63.46,-67.454,adelie penguin,23,11,2005,2005,5000,5,nests,ground,"</sub>author [1] ""Matthew Low""     ""Lisa Meyer""      ""Colin Southwell""  </sub>doi [1] ""10.1017/S0032247407006365""  </sub>journal [1] ""Polar Record""  </sub>number [1] ""03""  </sub>pages [1] ""225--229""  </sub>title [1] ""{Number and distribution of Ad&eacute;lie penguin .\emph{Pygoscelis adeliae}) breeding sites in the Robinson Group of islands  Mac.Robertson Land coast  east Antarctica}""  </sub>volume [1] ""43""  </sub>year [1] ""2007""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1017/S0032247407006365""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""low2007number"" attr( ""dateobj"") [1] ""2007-01-01 CST"""
Robinson,RBSN,58.4.2,63.46,-67.454,adelie penguin,28,12,2006,2006,609,5,nests,vhr,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,,,1986,1986,1428,3,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
